"","HeatingQC","CentralAir","ElectricalType","FirstFloorSqft","SecondFloorSqft","Abovegradeliving","BaseFullBath","BaseHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","GarageType"
"785","Ex",1,"SBrkr",742,742,1484,0,0,2,0,3,1,"TA","Typ",1,"No Garage"
"786","TA",1,"SBrkr",1342,0,1342,0,0,2,0,3,1,"TA","Typ",1,"Attchd"
"787","TA",1,"SBrkr",966,686,1652,1,0,2,0,4,1,"TA","Typ",0,"Detchd"
"788","Ex",1,"SBrkr",956,1128,2084,1,0,2,1,4,1,"Gd","Typ",0,"BuiltIn"
"789","Ex",1,"SBrkr",901,0,901,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"790","Gd",1,"SBrkr",976,1111,2087,0,0,2,1,5,1,"Gd","Typ",0,"Attchd"
"791","Ex",1,"SBrkr",1145,0,1145,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"792","TA",1,"SBrkr",1062,0,1062,1,0,1,0,3,1,"TA","Typ",2,"Attchd"
"793","Ex",1,"SBrkr",1127,886,2013,1,0,2,1,3,1,"TA","Typ",1,"Attchd"
"794","Ex",1,"SBrkr",1496,0,1496,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"795","Ex",1,"SBrkr",1086,809,1895,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"796","TA",1,"SBrkr",888,676,1564,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"797","Ex",1,"SBrkr",1285,0,1285,0,0,1,1,3,1,"TA","Typ",1,"Attchd"
"798","Gd",1,"SBrkr",773,0,773,0,0,1,0,2,1,"TA","Typ",0,"Attchd"
"799","Ex",1,"SBrkr",1966,1174,3140,0,0,3,1,4,1,"Ex","Typ",2,"BuiltIn"
"800","Ex",1,"SBrkr",981,787,1768,1,0,1,1,3,1,"Gd","Typ",2,"Detchd"
"801","Gd",1,"SBrkr",616,1072,1688,1,0,2,1,4,1,"Gd","Typ",0,"Attchd"
"802","Ex",1,"FuseA",1196,0,1196,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"803","Ex",1,"SBrkr",728,728,1456,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"804","Ex",1,"SBrkr",1734,1088,2822,0,0,3,1,4,1,"Ex","Typ",1,"BuiltIn"
"805","TA",1,"SBrkr",1128,0,1128,0,0,1,0,2,1,"TA","Deduction",0,"Attchd"
"806","Ex",1,"SBrkr",1428,0,1428,0,0,2,0,3,1,"Ex","Typ",0,"Attchd"
"807","Gd",1,"SBrkr",980,0,980,0,0,2,0,3,1,"TA","Typ",0,"Attchd"
"808","Ex",1,"SBrkr",1072,504,1576,2,0,1,1,3,1,"Gd","Typ",1,"Attchd"
"809","TA",1,"SBrkr",1086,0,1086,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"810","TA",0,"FuseA",1075,1063,2138,0,0,2,0,2,3,"TA","Typ",0,"Detchd"
"811","Fa",1,"SBrkr",1309,0,1309,1,0,1,1,3,1,"Gd","Typ",1,"Attchd"
"812","Ex",1,"SBrkr",848,0,848,1,0,1,0,1,1,"Gd","Typ",1,"Attchd"
"813","TA",0,"FuseA",1044,0,1044,0,0,1,0,2,1,"Fa","Typ",0,"Basment"
"814","Gd",1,"SBrkr",1442,0,1442,0,0,1,1,4,1,"TA","Typ",0,"Attchd"
"815","Gd",1,"SBrkr",686,564,1250,0,1,1,1,3,1,"Fa","Typ",0,"Detchd"
"816","Ex",1,"SBrkr",1661,0,1661,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"817","Gd",1,"SBrkr",1008,0,1008,0,0,1,0,2,1,"TA","Typ",1,"Attchd"
"818","Ex",1,"SBrkr",1689,0,1689,1,0,2,0,3,1,"Gd","Typ",2,"Attchd"
"819","Gd",1,"SBrkr",1052,0,1052,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"820","Ex",1,"SBrkr",1358,0,1358,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"821","Ex",1,"SBrkr",798,842,1640,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"822","TA",0,"SBrkr",936,0,936,0,0,1,0,2,1,"TA","Deduction",0,"Detchd"
"823","Ex",1,"SBrkr",847,886,1733,0,0,2,1,3,1,"Gd","Typ",1,"BuiltIn"
"824","TA",1,"SBrkr",944,545,1489,0,0,2,0,3,1,"TA","Typ",1,"Detchd"
"825","Ex",1,"SBrkr",1489,0,1489,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"826","Ex",1,"SBrkr",2084,0,2084,1,0,2,0,2,1,"Ex","Typ",1,"Attchd"
"827","Gd",1,"SBrkr",784,0,784,1,0,1,0,2,1,"Gd","Typ",0,"No Garage"
"828","Ex",1,"SBrkr",1434,0,1434,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"829","TA",1,"SBrkr",1160,966,2126,0,1,2,1,3,1,"TA","Deduction",0,"Attchd"
"830","Ex",1,"SBrkr",520,623,1223,0,0,2,1,2,1,"Gd","Typ",0,"Detchd"
"831","TA",1,"FuseA",1392,0,1392,1,0,1,1,3,1,"TA","Typ",2,"Attchd"
"832","Ex",1,"SBrkr",520,600,1200,0,0,2,1,2,1,"Gd","Typ",0,"Detchd"
"833","Ex",1,"SBrkr",941,888,1829,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"834","TA",1,"SBrkr",1516,0,1516,0,0,1,1,3,1,"TA","Typ",0,"Attchd"
"835","Gd",1,"SBrkr",1144,0,1144,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"836","TA",1,"SBrkr",1067,0,1067,0,0,2,0,2,1,"Gd","Deduction",0,"Attchd"
"837","Gd",1,"SBrkr",1559,0,1559,1,0,1,0,2,1,"TA","Deduction",0,"Detchd"
"838","TA",1,"SBrkr",483,504,987,1,0,1,1,2,1,"TA","Typ",0,"Detchd"
"839","Ex",1,"SBrkr",1099,0,1099,0,0,1,1,3,1,"Gd","Typ",0,"Attchd"
"840","Ex",1,"SBrkr",768,432,1200,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"841","TA",0,"SBrkr",810,672,1482,0,0,2,0,4,1,"Fa","Typ",0,"Detchd"
"842","Gd",1,"SBrkr",958,581,1539,0,0,2,0,3,1,"Gd","Typ",1,"Detchd"
"843","TA",1,"SBrkr",1165,0,1165,1,0,1,1,3,1,"TA","Typ",0,"Attchd"
"844","Ex",0,"SBrkr",1800,0,1800,0,0,2,0,6,2,"TA","Typ",0,"No Garage"
"845","Gd",1,"SBrkr",876,540,1416,0,0,1,1,4,1,"TA","Typ",1,"Detchd"
"846","TA",1,"SBrkr",1701,0,1701,1,0,2,0,3,1,"TA","Deduction",2,"Basment"
"847","Ex",1,"SBrkr",1006,769,1775,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"848","Ex",1,"SBrkr",864,0,864,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"849","TA",1,"SBrkr",1307,1051,2358,0,0,3,0,5,1,"TA","Typ",1,"Detchd"
"850","Ex",1,"SBrkr",1094,761,1855,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"851","Ex",1,"SBrkr",848,0,848,1,0,1,0,1,1,"Gd","Typ",0,"Attchd"
"852","Ex",1,"SBrkr",1456,0,1456,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"853","Gd",1,"SBrkr",918,728,1646,0,0,2,0,4,1,"TA","Typ",2,"Detchd"
"854","TA",1,"SBrkr",1445,0,1445,0,0,1,1,3,1,"TA","Typ",1,"Attchd"
"855","TA",1,"SBrkr",1779,0,1779,1,0,1,1,3,1,"TA","Typ",1,"Attchd"
"856","Ex",1,"SBrkr",1040,0,1040,1,0,1,1,3,1,"TA","Typ",0,"Detchd"
"857","TA",1,"SBrkr",1026,0,1026,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"858","Gd",1,"SBrkr",702,779,1481,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"859","TA",1,"SBrkr",1370,0,1370,0,0,2,0,3,1,"TA","Typ",1,"Attchd"
"860","TA",1,"SBrkr",1512,1142,2654,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"861","Gd",1,"SBrkr",912,514,1426,0,0,1,1,3,1,"Gd","Typ",1,"Detchd"
"862","Ex",1,"SBrkr",1039,0,1039,1,0,1,1,3,1,"TA","Typ",0,"Attchd"
"863","TA",1,"SBrkr",1097,0,1097,0,0,2,0,3,1,"TA","Typ",0,"Attchd"
"864","TA",1,"SBrkr",1148,0,1148,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"865","Ex",1,"SBrkr",1372,0,1372,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"866","TA",1,"SBrkr",1002,0,1002,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"867","Ex",1,"SBrkr",1646,0,1646,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"868","TA",1,"SBrkr",1120,0,1120,1,0,1,1,3,1,"Fa","Typ",0,"Attchd"
"869","Gd",1,"SBrkr",1547,720,2320,0,0,2,0,2,1,"TA","Typ",1,"Attchd"
"870","Ex",1,"SBrkr",1062,887,1949,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"871","Gd",0,"SBrkr",894,0,894,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"872","Ex",1,"SBrkr",804,878,1682,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"873","Gd",1,"SBrkr",910,0,910,0,0,1,0,3,1,"Gd","Typ",0,"Attchd"
"874","Gd",1,"SBrkr",1036,0,1268,0,0,1,0,3,1,"TA","Typ",1,"Attchd"
"875","Ex",1,"SBrkr",676,455,1131,0,0,1,1,3,1,"TA","Typ",0,"Detchd"
"876","Ex",1,"SBrkr",1184,1426,2610,0,0,2,1,4,1,"Ex","Typ",1,"BuiltIn"
"877","Gd",1,"SBrkr",1040,0,1040,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"878","Ex",1,"SBrkr",1462,762,2224,1,0,2,1,4,1,"Ex","Typ",1,"Attchd"
"879","TA",1,"SBrkr",1155,0,1155,1,0,1,0,3,1,"Gd","Deduction",0,"Detchd"
"880","Ex",1,"SBrkr",864,0,864,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"881","Gd",1,"SBrkr",1090,0,1090,1,0,1,1,2,1,"TA","Typ",0,"Attchd"
"882","Ex",1,"SBrkr",1187,530,1717,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"883","Gd",1,"SBrkr",808,785,1593,0,0,2,1,3,1,"TA","Typ",1,"BuiltIn"
"884","TA",0,"SBrkr",954,795,2230,1,0,1,0,5,1,"TA","Typ",0,"Detchd"
"885","TA",1,"SBrkr",892,0,892,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"886","Ex",1,"SBrkr",1709,0,1709,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"887","Ex",1,"SBrkr",1712,0,1712,0,0,2,0,4,2,"TA","Typ",0,"Attchd"
"888","TA",1,"SBrkr",872,521,1393,0,0,1,1,3,1,"TA","Typ",0,"Attchd"
"889","Ex",1,"SBrkr",2217,0,2217,1,0,2,0,4,1,"Gd","Typ",1,"Attchd"
"890","Ex",1,"SBrkr",1505,0,1505,1,0,1,0,2,1,"TA","Typ",1,"Attchd"
"891","Ex",1,"SBrkr",672,252,924,0,0,1,0,3,1,"TA","Typ",1,"Detchd"
"892","Gd",1,"SBrkr",918,765,1683,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"893","TA",1,"SBrkr",1068,0,1068,0,1,1,0,3,1,"TA","Typ",0,"Attchd"
"894","TA",1,"SBrkr",1383,0,1383,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"895","TA",1,"SBrkr",1535,0,1535,0,0,2,0,4,2,"TA","Typ",0,"Attchd"
"896","TA",1,"SBrkr",983,813,1796,1,0,1,1,4,1,"TA","Typ",1,"Attchd"
"897","Ex",0,"SBrkr",951,0,951,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"898","TA",1,"SBrkr",1120,1120,2240,0,0,2,0,6,2,"TA","Typ",0,"Detchd"
"899","Ex",1,"SBrkr",2364,0,2364,1,0,2,1,2,1,"Ex","Typ",2,"Attchd"
"900","TA",1,"SBrkr",1236,0,1236,0,0,1,0,3,1,"TA","Typ",1,"Attchd"
"901","TA",1,"SBrkr",858,0,858,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"902","TA",1,"SBrkr",1306,0,1306,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"903","Ex",1,"SBrkr",807,702,1509,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"904","Ex",1,"SBrkr",1670,0,1670,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"905","TA",1,"SBrkr",902,0,902,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"906","TA",1,"SBrkr",1063,0,1063,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"907","Ex",1,"SBrkr",1636,0,1636,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"908","Gd",1,"SBrkr",1020,1037,2057,0,0,1,1,3,1,"Gd","Typ",1,"Attchd"
"909","TA",1,"SBrkr",902,0,902,1,0,1,0,2,1,"TA","Typ",0,"Attchd"
"910","Ex",1,"SBrkr",742,742,1484,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"911","TA",1,"FuseA",1105,1169,2274,0,0,2,0,5,2,"TA","Typ",0,"Detchd"
"912","TA",1,"SBrkr",1268,0,1268,0,0,1,1,3,1,"Gd","Typ",0,"Detchd"
"913","TA",0,"SBrkr",1015,0,1015,0,0,1,0,3,1,"TA","Deduction",0,"Detchd"
"914","TA",0,"FuseA",1001,1001,2002,0,0,2,0,4,2,"TA","Typ",0,"2Types"
"915","Ex",1,"SBrkr",612,612,1224,0,0,2,1,2,1,"Gd","Typ",0,"Detchd"
"916","Fa",1,"SBrkr",546,546,1092,0,0,1,1,3,1,"TA","Typ",0,"Attchd"
"917","TA",0,"FuseA",480,0,480,1,0,0,0,1,1,"TA","Typ",0,"Detchd"
"918","Ex",1,"FuseA",1229,0,1229,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"919","Ex",1,"SBrkr",912,1215,2127,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"920","Ex",1,"SBrkr",1414,0,1414,1,0,1,0,3,1,"TA","Deduction",1,"Attchd"
"921","Ex",1,"SBrkr",936,785,1721,0,1,2,1,3,1,"Gd","Typ",0,"Attchd"
"922","Gd",1,"SBrkr",1272,928,2200,2,0,2,2,4,2,"TA","Typ",0,"No Garage"
"923","Ex",1,"SBrkr",1316,0,1316,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"924","Ex",1,"SBrkr",1617,0,1617,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"925","TA",1,"SBrkr",1686,0,1686,1,0,2,0,3,1,"TA","Typ",1,"Attchd"
"926","TA",1,"SBrkr",1126,0,1126,0,1,2,0,3,1,"Ex","Typ",0,"Attchd"
"927","Ex",1,"SBrkr",1234,1140,2374,0,0,2,1,4,1,"Ex","Typ",1,"BuiltIn"
"928","Gd",1,"SBrkr",1098,880,1978,0,0,2,1,4,1,"TA","Typ",1,"Attchd"
"929","Ex",1,"SBrkr",1788,0,1788,0,0,2,0,3,1,"Ex","Typ",1,"Attchd"
"930","Gd",1,"SBrkr",993,1243,2236,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"931","Ex",1,"SBrkr",1466,0,1466,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"932","Ex",1,"SBrkr",925,0,925,0,1,1,0,2,1,"TA","Typ",0,"Detchd"
"933","Ex",1,"SBrkr",1905,0,1905,0,0,2,0,3,1,"Ex","Typ",1,"Attchd"
"934","Ex",1,"SBrkr",1500,0,1500,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"935","Ex",1,"SBrkr",2069,0,2069,1,0,2,0,4,1,"Gd","Typ",1,"Attchd"
"936","Gd",1,"SBrkr",747,0,747,0,0,1,0,1,1,"TA","Typ",0,"Detchd"
"937","Ex",1,"SBrkr",1200,0,1200,1,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"938","Ex",1,"SBrkr",1113,858,1971,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"939","Ex",1,"SBrkr",1391,571,1962,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"940","Ex",1,"SBrkr",1207,1196,2403,0,0,2,0,4,1,"TA","Typ",2,"Attchd"
"941","TA",1,"SBrkr",1728,0,1728,0,0,2,0,4,2,"TA","Typ",0,"Attchd"
"942","Ex",1,"SBrkr",1022,1038,2060,1,0,2,1,3,1,"Gd","Typ",1,"BuiltIn"
"943","TA",1,"SBrkr",1440,0,1440,2,0,2,0,4,2,"TA","Typ",0,"No Garage"
"944","TA",1,"SBrkr",1632,0,1632,0,0,2,0,4,2,"TA","Typ",0,"Attchd"
"945","Gd",1,"FuseA",1344,0,1344,0,1,1,0,3,1,"Gd","Typ",1,"Basment"
"946","TA",1,"SBrkr",1188,561,1869,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"947","TA",1,"SBrkr",1144,0,1144,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"948","Ex",1,"SBrkr",1629,0,1629,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"949","Ex",1,"SBrkr",936,840,1776,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"950","TA",1,"SBrkr",1381,0,1381,1,0,1,1,3,1,"Gd","Typ",1,"Attchd"
"951","Gd",1,"SBrkr",864,0,864,1,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"952","Gd",1,"SBrkr",965,0,965,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"953","Gd",1,"SBrkr",768,0,768,0,1,1,0,2,1,"TA","Typ",0,"Detchd"
"954","Ex",1,"SBrkr",1168,800,1968,0,1,2,1,4,1,"TA","Deduction",1,"Attchd"
"955","TA",1,"SBrkr",980,0,980,0,2,2,0,4,0,"TA","Typ",0,"No Garage"
"956","TA",0,"FuseF",979,979,1958,0,0,2,0,4,2,"TA","Typ",0,"Attchd"
"957","TA",1,"SBrkr",561,668,1229,0,0,1,1,2,1,"TA","Typ",1,"Attchd"
"958","TA",1,"SBrkr",1057,0,1057,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"959","Ex",1,"SBrkr",1337,0,1337,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"960","Ex",1,"SBrkr",696,720,1416,1,0,2,1,3,1,"Gd","Typ",0,"Detchd"
"961","Gd",1,"SBrkr",858,0,858,1,0,1,0,2,1,"TA","Typ",0,"No Garage"
"962","TA",1,"SBrkr",1542,1330,2872,1,0,2,1,4,1,"TA","Typ",1,"Attchd"
"963","TA",1,"SBrkr",804,744,1548,1,0,2,1,3,1,"Gd","Typ",1,"Detchd"
"964","Ex",1,"SBrkr",1800,0,1800,0,0,2,0,2,1,"Ex","Typ",0,"Attchd"
"965","Ex",1,"SBrkr",824,1070,1894,1,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"966","Ex",1,"SBrkr",783,701,1484,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"967","Ex",1,"SBrkr",976,332,1308,1,0,1,1,2,1,"TA","Deduction",2,"Detchd"
"968","TA",1,"SBrkr",1098,0,1098,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"969","Fa",0,"SBrkr",600,368,968,0,0,1,0,2,1,"TA","Typ",0,"No Garage"
"970","TA",1,"SBrkr",1095,0,1095,1,0,1,0,2,1,"TA","Typ",0,"Attchd"
"971","TA",0,"FuseA",720,472,1192,0,0,1,1,4,1,"TA","Typ",0,"No Garage"
"972","Ex",1,"SBrkr",764,862,1626,0,0,2,0,2,1,"Gd","Typ",0,"BuiltIn"
"973","TA",1,"SBrkr",918,0,918,0,0,2,0,2,1,"TA","Typ",1,"Attchd"
"974","Ex",1,"SBrkr",1428,0,1428,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"975","TA",0,"SBrkr",1136,883,2019,0,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"976","Ex",1,"SBrkr",673,709,1382,1,0,2,1,3,1,"Gd","Typ",0,"Detchd"
"977","TA",1,"FuseA",869,0,869,0,0,1,0,2,1,"Fa","Typ",0,"No Garage"
"978","Ex",1,"SBrkr",1241,0,1241,1,0,1,1,1,1,"Gd","Typ",0,"Attchd"
"979","Ex",1,"SBrkr",894,0,894,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"980","TA",1,"SBrkr",1121,0,1121,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"981","Gd",1,"SBrkr",999,0,999,1,0,1,0,3,1,"Ex","Typ",0,"Attchd"
"982","Ex",1,"SBrkr",1276,1336,2612,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"983","Ex",1,"SBrkr",1266,0,1266,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"984","Ex",1,"SBrkr",1149,1141,2290,0,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"985","TA",1,"SBrkr",1302,432,1734,0,0,2,0,4,2,"Gd","Typ",0,"Attchd"
"986","TA",0,"SBrkr",1164,0,1164,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"987","Gd",1,"SBrkr",1001,634,1635,0,0,1,0,2,1,"Gd","Typ",0,"Attchd"
"988","Ex",1,"SBrkr",1940,0,1940,1,0,2,1,3,1,"Ex","Typ",1,"Attchd"
"989","TA",1,"SBrkr",1118,912,2030,0,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"990","Ex",1,"SBrkr",778,798,1576,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"991","Ex",1,"SBrkr",1407,985,2392,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"992","Gd",1,"SBrkr",916,826,1742,0,0,1,1,4,1,"Gd","Typ",1,"Attchd"
"993","Gd",1,"SBrkr",1020,831,1851,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"994","Ex",1,"SBrkr",750,750,1500,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"995","Ex",1,"SBrkr",1718,0,1718,1,0,2,0,3,1,"Ex","Typ",1,"Attchd"
"996","TA",1,"SBrkr",774,456,1230,1,0,1,1,3,1,"TA","Typ",0,"Detchd"
"997","TA",1,"SBrkr",1050,0,1050,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"998","TA",1,"SBrkr",1442,0,1442,0,0,2,0,2,1,"TA","Typ",1,"Attchd"
"999","Fa",0,"SBrkr",1077,0,1077,0,0,1,0,3,1,"TA","Typ",1,"Detchd"
"1000","Ex",1,"SBrkr",1208,0,1208,1,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"1001","Fa",0,"FuseF",944,0,944,0,0,1,0,2,1,"Fa","Deduction",0,"Detchd"
"1002","Ex",1,"FuseA",691,0,691,0,0,1,0,2,1,"Ex","Typ",0,"Detchd"
"1003","Ex",1,"SBrkr",1574,0,1574,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1004","Fa",1,"SBrkr",1680,0,1680,0,0,2,0,4,2,"TA","Typ",0,"Detchd"
"1005","Ex",1,"SBrkr",1504,0,1504,0,0,2,0,1,1,"Gd","Typ",1,"Attchd"
"1006","TA",1,"SBrkr",985,0,985,0,0,2,0,3,1,"TA","Typ",0,"Attchd"
"1007","Gd",1,"SBrkr",1657,0,1657,0,1,2,0,3,1,"TA","Typ",1,"Attchd"
"1008","TA",1,"SBrkr",546,546,1092,0,0,1,1,3,1,"TA","Typ",0,"Attchd"
"1009","Ex",1,"SBrkr",1710,0,1710,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1010","Ex",1,"SBrkr",1008,0,1522,0,0,2,0,4,1,"TA","Typ",0,"No Garage"
"1011","TA",1,"SBrkr",720,551,1271,0,0,2,0,4,1,"TA","Typ",1,"Attchd"
"1012","TA",0,"SBrkr",1664,0,1664,0,0,2,0,4,2,"TA","Typ",0,"No Garage"
"1013","TA",1,"SBrkr",900,602,1502,0,0,1,1,3,1,"Gd","Typ",2,"Detchd"
"1014","TA",0,"SBrkr",1022,0,1022,1,0,1,0,2,1,"TA","Deduction",0,"Detchd"
"1015","TA",1,"SBrkr",1082,0,1082,0,0,1,0,2,1,"TA","Typ",1,"Detchd"
"1016","Ex",1,"SBrkr",810,855,1665,1,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"1017","Ex",1,"SBrkr",1504,0,1504,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1018","Gd",1,"SBrkr",1360,0,1360,1,0,1,0,1,1,"Gd","Typ",1,"Attchd"
"1019","Gd",1,"SBrkr",802,670,1472,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"1020","Ex",1,"SBrkr",1506,0,1506,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1021","Ex",1,"SBrkr",1132,0,1132,1,0,1,1,2,1,"Gd","Typ",0,"Attchd"
"1022","Ex",1,"SBrkr",1220,0,1220,1,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"1023","Gd",1,"FuseA",912,336,1248,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"1024","Ex",1,"SBrkr",1504,0,1504,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1025","TA",1,"SBrkr",2898,0,2898,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"1026","TA",1,"SBrkr",882,0,882,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1027","TA",1,"SBrkr",1264,0,1264,1,0,1,0,3,1,"TA","Typ",2,"Attchd"
"1028","Ex",1,"SBrkr",1646,0,1646,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"1029","TA",1,"SBrkr",968,408,1376,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"1030","Gd",1,"SBrkr",672,546,1218,0,1,1,1,3,1,"TA","Typ",0,"Detchd"
"1031","Gd",1,"SBrkr",948,980,1928,0,0,2,0,5,2,"TA","Typ",0,"No Garage"
"1032","Ex",1,"SBrkr",1687,998,3082,1,0,2,1,5,1,"TA","Typ",2,"Basment"
"1033","Ex",1,"SBrkr",1352,1168,2520,1,0,2,1,5,1,"Gd","Typ",1,"Attchd"
"1034","Ex",1,"SBrkr",1654,0,1654,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"1035","Ex",1,"SBrkr",954,0,954,0,0,1,0,2,1,"Fa","Typ",1,"Basment"
"1036","Ex",0,"SBrkr",845,0,845,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"1037","Ex",1,"SBrkr",1620,0,1620,1,0,2,0,2,1,"Ex","Typ",1,"Attchd"
"1038","Ex",1,"SBrkr",1055,1208,2263,0,0,2,1,3,1,"Gd","Typ",1,"BuiltIn"
"1039","TA",1,"SBrkr",798,546,1344,0,0,1,1,3,1,"TA","Typ",1,"No Garage"
"1040","TA",1,"SBrkr",630,0,630,1,0,1,0,1,1,"TA","Typ",0,"Attchd"
"1041","Ex",1,"SBrkr",1803,0,1803,1,0,2,0,3,1,"TA","Deduction",1,"Attchd"
"1042","Gd",1,"SBrkr",800,832,1632,0,1,1,1,4,1,"Gd","Typ",0,"Attchd"
"1043","Ex",1,"SBrkr",1306,0,1306,1,0,2,0,1,1,"Gd","Typ",1,"Attchd"
"1044","Ex",1,"SBrkr",1532,797,2329,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"1045","TA",1,"SBrkr",2524,0,2524,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"1046","Ex",1,"FuseA",1733,0,1733,0,0,2,0,4,1,"TA","Deduction",1,"Attchd"
