"Id","MSSubClass","MSZoning","LotArea","LandContour","LotConfig","Neighborhood","BldgType","OverallQual","OverallCond","house_age"
1102,"20","RL",9758,"Lvl","Inside","NAmes","1Fam",5,5,36
1103,"20","RL",7000,"Lvl","Inside","NAmes","1Fam",5,7,47
1104,"20","RL",8910,"Lvl","Corner","NAmes","1Fam",6,6,47
1105,"160","RM",2016,"Lvl","Inside","BrDale","TwnhsE",5,5,37
1106,"60","RL",12256,"Lvl","Corner","NoRidge","1Fam",8,5,16
1107,"20","RL",10357,"Lvl","Corner","SawyerW","1Fam",7,5,17
1108,"60","RL",23257,"HLS","CulDSac","Gilbert","1Fam",7,5,0
1109,"60","RL",8063,"Lvl","Inside","Gilbert","1Fam",6,5,7
1110,"20","RL",11362,"Lvl","Inside","NridgHt","1Fam",8,5,5
1111,"60","RL",8000,"Lvl","Inside","Gilbert","1Fam",6,5,13
1112,"60","RL",10480,"Lvl","Inside","NWAmes","1Fam",7,6,32
1113,"20","RL",7100,"Lvl","Corner","NAmes","1Fam",5,7,49
1114,"20","RL",8923,"Lvl","Inside","NAmes","1Fam",5,7,54
1115,"20","RL",5400,"Lvl","Inside","OldTown","1Fam",5,7,52
1116,"20","RL",12085,"Lvl","Inside","NridgHt","1Fam",8,5,0
1117,"80","RL",7750,"Lvl","Inside","Gilbert","1Fam",8,5,7
1118,"20","RL",9764,"Lvl","FR2","Sawyer","1Fam",5,7,41
1119,"80","RL",13825,"Lvl","Inside","Sawyer","1Fam",5,6,50
1120,"20","RL",7560,"Lvl","Inside","NAmes","1Fam",5,5,47
1121,"30","RM",8263,"Bnk","Inside","IDOTRR","1Fam",6,5,87
1122,"20","RL",10084,"Lvl","Inside","CollgCr","1Fam",7,5,1
1123,"20","RL",8926,"Lvl","Corner","Edwards","1Fam",4,3,53
1124,"20","RL",9405,"Lvl","Inside","Edwards","1Fam",5,9,62
1125,"80","RL",9125,"Lvl","Inside","Gilbert","1Fam",7,5,15
1126,"20","RL",10434,"Lvl","Inside","NAmes","1Fam",4,5,54
1127,"120","RL",3684,"Lvl","Inside","Blmngtn","TwnhsE",7,5,2
1128,"20","RL",14572,"Lvl","Corner","Gilbert","1Fam",7,5,3
1129,"60","RL",11796,"Lvl","Inside","Gilbert","1Fam",7,5,3
1130,"90","RM",7200,"Lvl","Inside","OldTown","Duplex",5,5,27
1131,"50","RL",7804,"Lvl","Inside","SWISU","1Fam",4,3,81
1132,"20","RL",10712,"Lvl","Inside","Mitchel","1Fam",5,5,16
1133,"70","RM",9900,"Lvl","Inside","OldTown","1Fam",6,4,127
1134,"60","RL",9828,"Lvl","Inside","SawyerW","1Fam",8,5,14
1135,"60","RL",8773,"HLS","Inside","Gilbert","1Fam",6,5,10
1136,"30","RM",6180,"Lvl","Corner","BrkSide","1Fam",6,5,81
1137,"50","RL",9600,"Lvl","Inside","NAmes","1Fam",6,5,58
1138,"50","RL",6342,"Lvl","Inside","Sawyer","1Fam",5,8,135
1139,"20","RL",9819,"Lvl","Inside","Mitchel","1Fam",6,5,32
1140,"30","RL",8731,"Lvl","Inside","BrkSide","1Fam",5,5,87
1141,"20","RL",7350,"Lvl","Corner","NAmes","1Fam",5,7,57
1142,"60","RL",10304,"Lvl","CulDSac","NWAmes","1Fam",5,7,33
1143,"60","RL",9965,"Lvl","Inside","CollgCr","1Fam",8,5,1
1144,"20","RL",9000,"Lvl","Inside","Sawyer","1Fam",5,3,49
1145,"190","RL",12180,"Lvl","Inside","Edwards","2fmCon",4,4,69
1146,"50","RM",6240,"Lvl","Inside","BrkSide","1Fam",5,6,78
1147,"20","RL",11200,"Lvl","Inside","SawyerW","1Fam",6,5,21
1148,"70","RL",12000,"Bnk","Inside","Crawfor","1Fam",7,7,68
1149,"50","RM",5700,"Lvl","Inside","OldTown","1Fam",7,7,82
1150,"70","RM",9000,"Lvl","Inside","OldTown","1Fam",7,9,89
1151,"20","RL",8280,"Lvl","Inside","NAmes","1Fam",6,5,57
1152,"20","RL",17755,"Lvl","Inside","Edwards","1Fam",5,4,47
1153,"20","RL",14115,"Lvl","Inside","Crawfor","1Fam",6,7,50
1154,"30","RM",5890,"Lvl","Corner","IDOTRR","1Fam",6,8,78
1155,"60","RL",13700,"Lvl","Inside","NAmes","1Fam",7,6,43
1156,"20","RL",10768,"Lvl","Corner","Veenker","1Fam",5,8,31
1157,"80","RL",9350,"Lvl","Inside","NAmes","1Fam",5,8,43
1158,"120","RL",5001,"Lvl","Inside","NridgHt","Twnhs",7,5,2
1159,"20","RL",11932,"Lvl","FR2","Somerst","1Fam",8,5,1
1160,"60","RL",9120,"Lvl","Inside","NWAmes","1Fam",6,6,34
1161,"160","RL",2280,"Lvl","Inside","NPkVill","Twnhs",6,5,32
1162,"20","RL",14778,"Low","CulDSac","Crawfor","1Fam",6,7,54
1163,"20","RL",8724,"Lvl","Inside","Sawyer","1Fam",5,5,39
1164,"90","RL",12900,"Lvl","Inside","Sawyer","Duplex",4,4,39
1165,"80","RL",16157,"Lvl","FR2","Veenker","1Fam",5,7,29
1166,"20","RL",9541,"Lvl","Inside","NridgHt","1Fam",7,5,0
1167,"20","RL",10475,"Lvl","Corner","CollgCr","1Fam",8,5,2
1168,"60","RL",10852,"Lvl","Inside","Gilbert","1Fam",6,5,6
1169,"70","RL",13728,"Lvl","Corner","Edwards","1Fam",6,7,73
1170,"60","RL",35760,"Lvl","CulDSac","NoRidge","1Fam",10,5,11
1171,"80","RL",9880,"Lvl","Inside","Mitchel","1Fam",6,6,31
1172,"20","RL",9120,"Lvl","Inside","NAmes","1Fam",6,6,50
1173,"160","FV",4017,"Lvl","Inside","Somerst","TwnhsE",7,5,2
1174,"50","RL",18030,"Bnk","Inside","ClearCr","1Fam",5,6,61
1175,"70","RL",16560,"Lvl","Inside","Crawfor","1Fam",6,8,74
1176,"50","RL",10678,"Lvl","Inside","NoRidge","1Fam",8,5,15
1177,"20","RL",6951,"Lvl","CulDSac","Mitchel","1Fam",5,5,24
1178,"50","RM",3950,"Bnk","Inside","OldTown","1Fam",6,8,83
1179,"50","RL",7681,"Lvl","FR2","Crawfor","1Fam",5,6,88
1180,"20","RL",8335,"Lvl","Corner","Edwards","1Fam",5,5,52
1181,"60","RL",11170,"Lvl","Corner","Timber","1Fam",7,5,16
1182,"120","RM",5587,"HLS","Inside","Crawfor","TwnhsE",8,5,0
1183,"60","RL",15623,"Lvl","Corner","NoRidge","1Fam",10,5,11
1184,"30","RL",10800,"Lvl","Inside","OldTown","1Fam",5,6,86
1185,"20","RL",35133,"Lvl","Inside","Timber","1Fam",5,4,44
1186,"50","RL",9738,"Lvl","Inside","Edwards","1Fam",5,7,82
1187,"190","RL",10615,"Bnk","Corner","OldTown","2fmCon",3,5,109
1188,"20","RL",12461,"Lvl","Corner","NoRidge","1Fam",8,5,12
1189,"60","RL",8935,"Lvl","Inside","CollgCr","1Fam",7,5,7
1190,"60","RL",7500,"Lvl","Inside","Gilbert","1Fam",7,5,11
1191,"190","RL",32463,"Low","Inside","Mitchel","2fmCon",4,4,46
1192,"160","FV",2645,"Lvl","Inside","Somerst","Twnhs",8,5,8
1193,"50","RM",9600,"Lvl","Inside","OldTown","1Fam",5,8,82
1194,"120","RM",4500,"Lvl","FR2","Mitchel","TwnhsE",6,5,10
1195,"60","RL",9364,"Lvl","Corner","Sawyer","1Fam",6,7,41
1196,"60","RL",8029,"Lvl","Inside","Gilbert","1Fam",6,5,3
1197,"60","RL",14054,"Lvl","Inside","Gilbert","1Fam",7,5,0
1198,"75","RM",8850,"Bnk","Corner","OldTown","1Fam",7,6,90
1199,"20","RL",9100,"Lvl","Inside","CollgCr","1Fam",7,5,8
1200,"20","RL",11235,"Lvl","Inside","Sawyer","1Fam",4,5,43
1201,"20","RL",9353,"Lvl","Inside","NAmes","1Fam",4,5,36
1202,"60","RL",10400,"Lvl","Corner","CollgCr","1Fam",7,5,11
1203,"50","RM",6000,"Lvl","Corner","BrkSide","1Fam",5,8,84
1204,"20","RL",9750,"Lvl","Inside","CollgCr","1Fam",7,5,9
1205,"20","RL",10140,"Lvl","Inside","NWAmes","1Fam",5,6,31
1206,"20","RL",14684,"Lvl","CulDSac","SawyerW","1Fam",7,7,19
1207,"20","RH",8900,"Lvl","Inside","SawyerW","1Fam",4,4,40
1208,"20","RL",9135,"Lvl","Inside","CollgCr","1Fam",6,5,3
1209,"20","RL",7763,"Lvl","Inside","NAmes","1Fam",5,7,46
1210,"20","RL",10182,"Lvl","CulDSac","Somerst","1Fam",8,5,0
1211,"60","RL",11218,"Lvl","Inside","SawyerW","1Fam",6,5,18
1212,"50","RL",12134,"Bnk","Inside","Gilbert","1Fam",8,7,22
1213,"30","RL",9340,"Lvl","Inside","Edwards","1Fam",4,6,68
1214,"80","RL",10246,"Lvl","CulDSac","Sawyer","1Fam",4,9,41
1215,"85","RL",10205,"Lvl","Inside","NAmes","1Fam",5,5,44
1216,"20","RL",7094,"Lvl","Inside","Sawyer","1Fam",5,5,41
1217,"90","RM",8930,"Lvl","Inside","Sawyer","Duplex",6,5,32
1218,"20","FV",8640,"Lvl","Inside","Somerst","1Fam",8,5,0
1219,"50","RM",6240,"Lvl","Inside","BrkSide","1Fam",4,5,59
1220,"160","RM",1680,"Lvl","Inside","BrDale","Twnhs",6,5,35
1221,"20","RL",7800,"Lvl","Inside","NAmes","1Fam",5,5,42
1222,"20","RL",8250,"Lvl","Inside","Sawyer","1Fam",5,5,40
1223,"50","RL",10496,"Lvl","Inside","NAmes","1Fam",6,6,58
1224,"20","RL",10680,"Lvl","Inside","NAmes","1Fam",5,3,55
1225,"60","RL",15384,"Lvl","Inside","Gilbert","1Fam",7,5,4
1226,"80","RL",10482,"Lvl","Inside","NAmes","1Fam",6,8,49
1227,"60","RL",14598,"Lvl","CulDSac","Somerst","1Fam",6,5,1
1228,"20","RL",8872,"Lvl","Corner","NAmes","1Fam",5,8,43
1229,"120","RL",8769,"Lvl","Corner","NridgHt","TwnhsE",9,5,0
1230,"80","RL",7910,"Lvl","Inside","NAmes","1Fam",5,5,48
1231,"90","RL",18890,"Lvl","Inside","Sawyer","Duplex",5,5,30
1232,"90","RL",7728,"Lvl","Inside","NAmes","Duplex",5,6,44
1233,"90","RL",9842,"Lvl","FR2","NAmes","Duplex",4,5,45
1234,"20","RL",12160,"Lvl","Inside","NAmes","1Fam",5,5,51
1235,"70","RH",8525,"Bnk","Inside","SWISU","1Fam",5,6,97
1236,"70","RL",13132,"Lvl","Inside","Crawfor","1Fam",5,5,92
1237,"160","RL",2628,"Lvl","Inside","NridgHt","Twnhs",7,5,7
1238,"60","RL",12393,"Lvl","FR2","CollgCr","1Fam",7,5,2
1239,"20","RL",13072,"Lvl","Inside","SawyerW","1Fam",6,5,1
1240,"20","RL",9037,"HLS","Inside","Timber","1Fam",8,5,1
1241,"60","RL",8158,"Lvl","Inside","CollgCr","1Fam",7,5,5
1242,"20","RL",9849,"Lvl","Inside","Somerst","1Fam",7,6,0
1243,"85","RL",10625,"Lvl","Inside","NWAmes","1Fam",7,6,36
1244,"20","RL",13891,"Lvl","Inside","NridgHt","1Fam",10,5,0
1245,"70","RL",11435,"HLS","Corner","Crawfor","1Fam",8,7,77
1246,"80","RL",12090,"Lvl","Inside","NWAmes","1Fam",6,7,23
1247,"60","FV",8125,"Lvl","Inside","Somerst","1Fam",7,5,1
1248,"80","RL",12328,"Lvl","Inside","Mitchel","1Fam",6,5,34
1249,"75","RM",9600,"Lvl","Inside","OldTown","1Fam",6,5,91
1250,"20","RL",7200,"Lvl","Inside","NAmes","1Fam",5,7,57
1251,"20","RL",11160,"Lvl","Corner","NAmes","1Fam",7,5,42
1252,"120","RL",3136,"Lvl","Corner","NridgHt","TwnhsE",7,5,3
1253,"20","RL",9858,"Lvl","Inside","Mitchel","1Fam",5,6,41
1254,"60","RL",17542,"Lvl","Inside","Veenker","1Fam",7,7,33
1255,"60","RL",6931,"Lvl","Inside","Edwards","1Fam",7,5,5
1256,"50","RM",6240,"Lvl","Inside","BrkSide","1Fam",6,6,76
1257,"20","RL",14303,"Lvl","Corner","NoRidge","1Fam",8,5,14
1258,"30","RL",4060,"Lvl","Corner","Edwards","1Fam",5,8,87
1259,"80","RL",9587,"Lvl","Inside","Gilbert","1Fam",7,5,3
1260,"20","RL",9750,"Lvl","FR2","NAmes","1Fam",6,8,39
1261,"60","RL",24682,"Lvl","CulDSac","Gilbert","1Fam",6,5,10
1262,"20","RL",9600,"Lvl","Inside","NAmes","1Fam",5,6,53
1263,"50","RL",11250,"Lvl","Inside","ClearCr","1Fam",4,5,52
1264,"70","RL",13515,"Lvl","Inside","BrkSide","1Fam",6,6,88
1265,"120","RH",4060,"Lvl","Inside","NAmes","TwnhsE",6,5,10
1266,"160","FV",3735,"Lvl","FR3","Somerst","TwnhsE",7,5,7
1267,"190","RM",10120,"Bnk","Inside","OldTown","2fmCon",7,4,97
1268,"20","RL",13214,"HLS","Inside","Timber","1Fam",9,5,2
1269,"50","RL",14100,"Lvl","Inside","Crawfor","1Fam",8,9,73
1270,"50","RL",11344,"Lvl","Inside","NAmes","1Fam",5,5,49
1271,"40","RL",23595,"Low","Inside","ClearCr","1Fam",7,6,31
1272,"20","RL",9156,"Lvl","Inside","NWAmes","1Fam",6,7,41
1273,"20","RL",13526,"Lvl","CulDSac","Sawyer","1Fam",5,6,41
1274,"80","RL",11512,"Lvl","Corner","Edwards","1Fam",6,7,49
1275,"50","RL",5362,"Lvl","Corner","Crawfor","1Fam",5,6,97
1276,"90","RL",11345,"Lvl","Corner","NAmes","Duplex",5,5,59
1277,"60","RL",12936,"Lvl","CulDSac","NWAmes","1Fam",6,6,37
1278,"80","RL",17871,"Lvl","CulDSac","NWAmes","1Fam",6,5,42
1279,"60","RL",9473,"Lvl","Inside","CollgCr","1Fam",8,5,6
1280,"50","C (all)",7500,"Lvl","Inside","IDOTRR","1Fam",4,4,90
1281,"20","RL",9808,"Lvl","Inside","CollgCr","1Fam",7,5,7
1282,"20","RL",8049,"Lvl","CulDSac","Timber","1Fam",7,5,16
1283,"20","RL",8800,"Lvl","Inside","CollgCr","1Fam",5,7,32
1284,"90","RL",9400,"Low","Corner","Mitchel","Duplex",6,5,39
1285,"50","RL",9638,"Lvl","Inside","SWISU","1Fam",6,7,91
1286,"50","RM",6000,"Lvl","Inside","BrkSide","1Fam",6,6,70
1287,"20","RL",9790,"Lvl","Inside","NWAmes","1Fam",6,5,47
1288,"20","RL",36500,"Low","Inside","ClearCr","1Fam",5,5,42
1289,"120","RL",5664,"Lvl","Inside","StoneBr","TwnhsE",8,5,9
1290,"60","RL",11065,"Lvl","Inside","NridgHt","1Fam",8,5,0
1291,"80","RL",14112,"Lvl","Corner","NAmes","1Fam",5,7,46
1292,"160","RM",1680,"Lvl","Inside","BrDale","Twnhs",5,7,37
1293,"70","RM",6600,"Lvl","Corner","OldTown","1Fam",5,4,117
1294,"60","RL",10140,"Lvl","Inside","NWAmes","1Fam",7,5,30
1295,"20","RL",8172,"Lvl","Inside","Edwards","1Fam",5,7,51
1296,"20","RL",8400,"Lvl","Inside","NAmes","1Fam",5,5,38
1297,"20","RL",8700,"Lvl","Inside","NAmes","1Fam",5,6,45
1298,"180","RM",3675,"Lvl","Inside","Edwards","TwnhsE",6,5,1
1299,"60","RL",63887,"Bnk","Corner","Edwards","1Fam",10,5,0
1300,"20","RL",7500,"Lvl","Inside","NAmes","1Fam",5,7,51
1301,"60","RL",10762,"Lvl","CulDSac","Gilbert","1Fam",7,5,10
1302,"70","RL",7500,"Bnk","Inside","Crawfor","1Fam",6,7,67
1303,"60","RL",10120,"Lvl","Inside","NoRidge","1Fam",8,5,12
1304,"20","RL",8688,"Lvl","Inside","Somerst","1Fam",7,5,1
1305,"160","RM",3363,"Lvl","Inside","Edwards","TwnhsE",7,5,2
1306,"20","RL",13173,"Lvl","Corner","NridgHt","1Fam",9,5,3
1307,"120","RL",6955,"Lvl","Inside","NridgHt","TwnhsE",7,5,1
1308,"20","RL",8072,"Lvl","Inside","CollgCr","1Fam",5,5,15
1309,"20","RM",12000,"Lvl","Inside","OldTown","1Fam",5,7,60
1310,"20","RL",7153,"Lvl","Inside","SawyerW","1Fam",6,5,17
1311,"20","RL",17500,"Lvl","Inside","Crawfor","1Fam",7,8,51
1312,"20","RL",8814,"Lvl","Inside","CollgCr","1Fam",7,5,2
1313,"60","RL",9572,"Lvl","Inside","NoRidge","1Fam",8,5,17
1314,"60","RL",14774,"Lvl","Corner","NoRidge","1Fam",9,5,11
1315,"20","RL",8190,"Lvl","Inside","Edwards","1Fam",4,6,53
1316,"60","RL",11075,"Lvl","Inside","NAmes","1Fam",6,5,39
1317,"20","RL",10226,"Lvl","Inside","CollgCr","1Fam",8,5,1
1318,"120","FV",4230,"Lvl","Corner","Somerst","TwnhsE",7,5,1
1319,"20","RL",14781,"Lvl","CulDSac","CollgCr","1Fam",8,5,5
1320,"20","RL",10215,"Bnk","Inside","Edwards","1Fam",4,5,53
1321,"20","RL",8400,"Lvl","Inside","NAmes","1Fam",6,3,52
1322,"20","RL",6627,"Lvl","Corner","BrkSide","1Fam",3,6,59
1323,"60","RL",10186,"Lvl","Inside","NoRidge","1Fam",7,5,18
1324,"30","RL",5330,"HLS","Inside","BrkSide","1Fam",4,7,69
1325,"20","RL",9986,"Lvl","Inside","Somerst","1Fam",8,5,1
1326,"30","RM",3636,"Lvl","Inside","IDOTRR","1Fam",4,4,86
1327,"30","RH",4270,"Bnk","Inside","Edwards","1Fam",3,6,76
1328,"20","RL",6600,"Lvl","Inside","Mitchel","1Fam",5,9,26
1329,"50","RM",10440,"Lvl","Corner","OldTown","1Fam",6,7,88
1330,"60","RL",9084,"Lvl","Inside","Gilbert","1Fam",7,5,8
1331,"20","RL",10000,"Lvl","Inside","Somerst","1Fam",8,5,1
1332,"80","RL",10780,"Lvl","Inside","CollgCr","1Fam",5,5,30
1333,"20","RL",8877,"Lvl","Inside","Edwards","1Fam",4,6,71
1334,"50","RM",7200,"Lvl","Corner","IDOTRR","1Fam",5,6,68
1335,"160","RM",2368,"Lvl","Inside","BrDale","TwnhsE",5,6,39
1336,"20","RL",9650,"Lvl","Inside","NWAmes","1Fam",6,5,32
1337,"90","RL",9246,"Lvl","Inside","NWAmes","Duplex",5,5,35
1338,"30","RM",4118,"Bnk","Corner","OldTown","1Fam",4,4,65
1339,"60","RL",13450,"Lvl","Corner","CollgCr","1Fam",7,5,4
1340,"20","RL",9560,"Lvl","Corner","CollgCr","1Fam",5,7,34
1341,"20","RL",8294,"Lvl","Inside","NAmes","1Fam",4,5,36
1342,"20","RL",13695,"Lvl","Inside","SawyerW","1Fam",6,5,5
1343,"60","RL",9375,"Lvl","Inside","CollgCr","1Fam",8,5,5
1344,"50","RL",7558,"Bnk","Inside","Crawfor","1Fam",6,6,81
1345,"60","RL",11103,"Lvl","Corner","CollgCr","1Fam",7,5,1
1346,"30","RM",6000,"Lvl","Inside","OldTown","1Fam",4,4,87
1347,"20","RL",20781,"Lvl","CulDSac","NWAmes","1Fam",7,7,38
1348,"20","RL",15306,"HLS","Corner","Timber","1Fam",8,5,1
1349,"20","RL",16196,"Low","Inside","SawyerW","1Fam",7,5,9
1350,"70","RM",5250,"Lvl","Inside","OldTown","1Fam",8,5,136
1351,"90","RL",11643,"Lvl","Inside","NAmes","Duplex",5,5,40
1352,"60","RL",9247,"Lvl","Inside","NAmes","1Fam",6,6,46
1353,"50","RM",6000,"Lvl","Inside","BrkSide","1Fam",6,9,72
1354,"50","RL",14720,"Lvl","CulDSac","NoRidge","1Fam",8,5,15
1355,"60","RL",10316,"Lvl","Inside","CollgCr","1Fam",7,5,8
1356,"80","RL",10192,"Lvl","Inside","NWAmes","1Fam",7,6,38
1357,"20","RL",9477,"Lvl","Corner","NAmes","1Fam",5,5,42
1358,"20","RL",12537,"Lvl","CulDSac","NAmes","1Fam",5,6,39
1359,"160","FV",2117,"Lvl","Inside","Somerst","Twnhs",6,5,10
1360,"20","RL",16737,"Lvl","FR3","NridgHt","1Fam",9,5,2
1361,"70","RL",9842,"Lvl","Inside","SWISU","1Fam",5,6,87
1362,"20","RL",16158,"Low","Inside","StoneBr","1Fam",7,5,4
1363,"50","RL",12513,"Lvl","FR2","NAmes","1Fam",4,4,89
1364,"60","RL",8499,"Lvl","Inside","Gilbert","1Fam",6,5,1
1365,"160","FV",3180,"Lvl","Inside","Somerst","TwnhsE",7,5,1
1366,"60","FV",7500,"Lvl","Inside","Somerst","1Fam",7,5,10
1367,"60","RL",9179,"Lvl","Inside","CollgCr","1Fam",7,5,9
1368,"160","RM",2665,"Lvl","Inside","MeadowV","TwnhsE",5,6,29
1369,"120","RM",4435,"Lvl","Inside","CollgCr","TwnhsE",6,5,6
1370,"20","RL",10635,"Lvl","FR2","CollgCr","1Fam",8,5,7
1371,"50","RL",5400,"Lvl","Corner","OldTown","1Fam",4,6,89
1372,"80","RL",9600,"Lvl","Inside","NAmes","1Fam",6,6,53
1373,"60","RL",9750,"Lvl","Corner","CollgCr","1Fam",7,6,8
1374,"20","RL",11400,"Lvl","Inside","NoRidge","1Fam",10,5,6
1375,"60","FV",10625,"Lvl","Inside","Somerst","1Fam",7,5,3
1376,"20","RL",10991,"HLS","Inside","Timber","1Fam",8,5,0
1377,"30","RL",6292,"Bnk","Inside","SWISU","1Fam",6,5,78
1378,"50","RL",10998,"Lvl","Inside","Edwards","1Fam",5,5,68
1379,"160","RM",1953,"Lvl","Inside","BrDale","Twnhs",6,5,33
1380,"80","RL",9735,"Lvl","Inside","Timber","1Fam",5,5,2
1381,"30","RL",8212,"Lvl","Inside","Edwards","1Fam",3,3,96
1382,"20","RL",12925,"Lvl","Corner","NAmes","1Fam",6,7,38
1383,"70","RM",7200,"Lvl","Corner","OldTown","1Fam",7,7,86
1384,"30","RL",25339,"Lvl","Inside","Sawyer","1Fam",5,7,89
1385,"50","RL",9060,"Lvl","Inside","Edwards","1Fam",6,5,70
1386,"50","RM",5436,"Lvl","Inside","IDOTRR","1Fam",4,8,88
1387,"60","RL",16692,"Lvl","Inside","NWAmes","1Fam",7,5,28
1388,"50","RM",8520,"Lvl","Inside","OldTown","1Fam",6,7,91
1389,"20","RL",14892,"HLS","CulDSac","Gilbert","1Fam",9,5,3
1390,"50","RM",6000,"Lvl","Inside","BrkSide","1Fam",6,6,66
1391,"20","RL",9100,"Lvl","Inside","CollgCr","1Fam",7,5,6
1392,"90","RL",8944,"Lvl","Inside","NAmes","Duplex",5,5,42
1393,"85","RL",7838,"Lvl","Inside","NAmes","1Fam",5,5,39
1394,"190","RM",10800,"Lvl","Inside","OldTown","2fmCon",6,7,103
1395,"120","RL",4045,"Lvl","Inside","Blmngtn","TwnhsE",7,5,0
1396,"60","RL",12665,"Lvl","Inside","Timber","1Fam",8,5,2
1397,"20","RL",57200,"Bnk","Inside","Timber","1Fam",5,5,62
1398,"70","RM",6120,"Lvl","Inside","BrkSide","1Fam",5,8,87
1399,"50","RL",7200,"Lvl","Inside","NAmes","1Fam",5,4,59
1400,"50","RL",6171,"Lvl","Inside","SWISU","1Fam",6,6,84
1401,"50","RM",6000,"Lvl","Corner","BrkSide","1Fam",6,7,79
1402,"60","RL",7415,"Lvl","Inside","Gilbert","1Fam",6,5,4
1403,"20","RL",6762,"Lvl","Inside","CollgCr","1Fam",7,5,0
1404,"20","RL",15256,"Lvl","CulDSac","Somerst","1Fam",8,5,0
1405,"50","RL",10410,"Lvl","Corner","OldTown","1Fam",3,4,91
1406,"120","RM",3842,"HLS","Inside","Crawfor","TwnhsE",8,5,4
1407,"85","RL",8445,"Lvl","Corner","CollgCr","1Fam",5,7,37
1408,"20","RL",8780,"Lvl","Corner","Mitchel","1Fam",5,5,24
1409,"70","RM",7740,"Lvl","Inside","OldTown","1Fam",4,7,100
1410,"60","RL",20544,"Lvl","CulDSac","NWAmes","1Fam",7,6,22
1411,"60","RL",12420,"Lvl","Inside","CollgCr","1Fam",7,5,8
1412,"50","RL",9600,"Lvl","Inside","NAmes","1Fam",6,8,59
1413,"90","RL",7200,"Lvl","Inside","NAmes","Duplex",4,5,60
1414,"20","RL",10994,"Lvl","Corner","SawyerW","1Fam",8,5,4
1415,"50","RL",13053,"Bnk","Inside","BrkSide","1Fam",6,7,85
1416,"120","RL",3635,"Lvl","Inside","Blmngtn","TwnhsE",7,5,2
1417,"190","RM",11340,"Lvl","Inside","OldTown","2fmCon",4,6,125
1418,"60","RL",16545,"Lvl","Inside","NoRidge","1Fam",8,5,11
1419,"20","RL",9204,"Lvl","Inside","NAmes","1Fam",5,5,45
1420,"20","RL",16381,"Lvl","Inside","Crawfor","1Fam",6,5,37
1421,"60","RL",11700,"Lvl","Corner","NWAmes","1Fam",6,6,38
1422,"120","RL",4043,"Lvl","Inside","NPkVill","TwnhsE",6,5,33
1423,"120","RM",4435,"Lvl","Inside","CollgCr","TwnhsE",6,5,5
1424,"80","RL",19690,"Lvl","CulDSac","Edwards","1Fam",6,7,40
1425,"20","RL",9503,"Lvl","Inside","NAmes","1Fam",5,5,49
1426,"20","RL",10721,"Lvl","Inside","NAmes","1Fam",6,6,49
1427,"60","RL",10944,"Lvl","Inside","NoRidge","1Fam",7,5,14
1428,"50","RL",10930,"Bnk","Inside","NAmes","1Fam",5,6,63
1429,"30","RM",7200,"Lvl","Corner","OldTown","1Fam",5,7,70
1430,"20","RL",12546,"Lvl","Corner","NWAmes","1Fam",6,7,26
1431,"60","RL",21930,"Lvl","Inside","Gilbert","1Fam",5,5,1
1432,"120","RL",4928,"Lvl","Inside","NPkVill","TwnhsE",6,6,33
1433,"30","RL",10800,"Lvl","Inside","OldTown","1Fam",4,6,80
1434,"60","RL",10261,"Lvl","Inside","Gilbert","1Fam",6,5,8
1435,"20","RL",17400,"Low","Inside","Mitchel","1Fam",5,5,29
1436,"20","RL",8400,"Lvl","Inside","NAmes","1Fam",6,9,46
1437,"20","RL",9000,"Lvl","FR2","NAmes","1Fam",4,6,36
1438,"20","RL",12444,"Lvl","FR2","NridgHt","1Fam",8,5,0
1439,"20","RM",7407,"Lvl","Inside","OldTown","1Fam",6,7,53
1440,"60","RL",11584,"Lvl","Inside","NWAmes","1Fam",7,6,28
1441,"70","RL",11526,"Bnk","Inside","Crawfor","1Fam",6,7,86
1442,"120","RM",4426,"Lvl","Inside","CollgCr","TwnhsE",6,5,4
1443,"60","FV",11003,"Lvl","Inside","Somerst","1Fam",10,5,1
1444,"30","RL",8854,"Lvl","Inside","BrkSide","1Fam",6,6,93
1445,"20","RL",8500,"Lvl","FR2","CollgCr","1Fam",7,5,3
1446,"85","RL",8400,"Lvl","Inside","Sawyer","1Fam",6,5,41
1447,"20","RL",26142,"Lvl","CulDSac","Mitchel","1Fam",5,7,48
1448,"60","RL",10000,"Lvl","Inside","CollgCr","1Fam",8,5,12
1449,"50","RL",11767,"Lvl","Inside","Edwards","1Fam",4,7,97
1450,"180","RM",1533,"Lvl","Inside","MeadowV","Twnhs",5,7,36
1451,"90","RL",9000,"Lvl","FR2","NAmes","Duplex",5,5,35
1452,"20","RL",9262,"Lvl","Inside","Somerst","1Fam",8,5,1
1453,"180","RM",3675,"Lvl","Inside","Edwards","TwnhsE",5,5,1
1454,"20","RL",17217,"Lvl","Inside","Mitchel","1Fam",5,5,0
1455,"20","FV",7500,"Lvl","Inside","Somerst","1Fam",7,5,5
1456,"60","RL",7917,"Lvl","Inside","Gilbert","1Fam",6,5,8
1457,"20","RL",13175,"Lvl","Inside","NWAmes","1Fam",6,6,32
1458,"70","RL",9042,"Lvl","Inside","Crawfor","1Fam",7,9,69
1459,"20","RL",9717,"Lvl","Inside","NAmes","1Fam",5,6,60
1460,"20","RL",9937,"Lvl","Inside","Edwards","1Fam",5,6,43
